Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
ASO;1271540;USD;2022;FY;2023-01-31;2023-03-16;2024-03-21;81590000;83895000;6395073000;-4182571000;2212502000;-1365953000;-1365953000;;;846549000;-26266000;-46441000;820283000;-1963000;818320000;-190319000;628001000;;628001000;628001000
ASPN;491354;USD;2018;FY;2018-12-31;2019-03-08;2021-03-12;23738852;23738852;104361000;-91692000;12669000;-39229000;-32910000;-6319000;;-26560000;-524000;-524000;-34406638;-7356000;-34440000;;-34440000;;-34440000;-34440000
ASPN;491354;USD;2019;FY;2019-12-31;2020-03-06;2022-03-01;24099438;24099438;139375000;-113091000;26284000;-40443000;-32036000;-8407000;;-14159000;-406000;-406000;-14565000;;-14565000;;-14565000;;-14565000;-14565000
ASPN;491354;USD;2020;FY;2020-12-31;2021-03-12;2023-03-16;26377652;26377652;100273000;-85679000;14594000;-36163000;-27434000;-8729000;;-21569000;-240000;-240000;-21809000;;-21809000;;-21809000;;-21809000;-21809000
ASPN;491354;USD;2021;FY;2021-12-31;2022-03-01;2024-03-07;32523405;32523405;121622000;-111685000;9937000;-50536000;-39095000;-11441000;;-40599000;-229000;-229000;-37073658;3734000;-37094000;;-37094000;;-37094000;-37094000
ASPN;491354;USD;2022;FY;2022-12-31;2023-03-16;2024-03-07;39363114;39363114;180364000;-175388000;4976000;-84221000;-67291000;-16930000;;-79245000;-3493000;-3493000;-82738000;;-82738000;;-82738000;;-82738000;-82738000
ASPS;9076048;USD;2018;FY;2018-12-31;2019-02-26;2021-03-11;17073000;17073000;838202000;-622165000;216037000;-175670000;-140703048;;;40367000;-28124000;-25482879;1398572;-10844000;1399000;-4098000;-2699000;;-5382000;-5382000
ASPS;9076048;USD;2019;FY;2019-12-31;2020-03-05;2021-03-11;15991000;15991000;648651000;-493256000;155395000;-141076000;-117471463;;;14319000;-20045000;-21025523;12467951;18165000;12439000;-318296000;-305857000;;-307969000;-307969000
ASPS;9076048;USD;2020;FY;2020-12-31;2021-03-11;2022-03-03;15598000;15598000;365547000;-305194000;60353000;-92736000;-75569316;;;-32383000;-17355000;-17603633;-57809014;-7968000;-57706000;-8609000;-66315000;;-67156000;-67156000
ASPS;9076048;USD;2021;FY;2021-12-31;2022-03-03;2023-03-30;15839000;16063000;178453000;-171366000;7087000;-67049000;-56087218;;;-59962000;-13683000;-14547000;15300001;88930000;15285000;-3232000;12053000;;11812000;11812000
ASPU;652699;USD;2019;FY;2019-04-30;2019-07-09;2019-07-09;18409459;18409459;34025418;-15977218;18048200;-27157926;-24987828;;-2170098;-9109726;-168491;-444680;-9278217;0;-9278217;0;-9278217;;-9278217;-9278217
ASPU;652699;USD;2020;FY;2020-04-30;2020-07-07;2021-07-13;19708708;19708708;49061080;-19135302;29925778;-32532981;-30329520;;-2203461;-2607203;-1568832;-1818078;-5615000;-1431210;-5607245;-51820;-5659065;;-5659065;-5659065
ASPU;652699;USD;2021;FY;2021-04-30;2021-07-13;2022-07-29;23354036;25070072;67812520;-29453733;38358787;-44334395;-41908030;;-2426365;-5975608;-2172181;-2051381;-10401100;-2268540;-10416329;-32644;-10448973;;-10448973;-10448973
ASPU;652699;USD;2022;FY;2022-04-30;2022-07-29;2022-07-29;25016437;25016437;76694366;-35259281;41435085;-48905408;-45535001;;-3370407;-7470323;-188058;-718786;-9154463;-1500000;-9158381;-427400;-9585781;;-9585781;-9585781
ASRT;11818125;USD;2019;FY;2019-12-31;2020-03-11;2021-03-12;6159875;6159875;229504000;-9505000;219999000;-220746000;-108866000;-10106000;-101774000;-747000;-58389000;-58389000;-223003811;-163348000;-222484000;5283000;-217201000;;-217201000;-217201000
ASRT;11818125;USD;2020;FY;2020-12-31;2021-03-12;2022-03-10;6552188;6552188;106275000;-19872000;86403000;-133320000;-104324000;-4213000;-24783000;-46917000;-15926000;-15926000;-45445429;17330000;-45513000;17369000;-28144000;;-28144000;-28144000
ASRT;11818125;USD;2021;FY;2021-12-31;2022-03-10;2023-03-08;43169000;43169000;111014000;-15832000;95182000;-84830889;-56482595;;-28114000;10520048;-10220000;-10220000;-552711;-4760000;-553000;-728000;-1281000;;-1281000;-1281000
ASRT;11818125;USD;2022;FY;2022-12-31;2023-03-08;2024-03-11;47004000;54669000;156234000;-18748000;137486000;-79394000;-46786000;;-32608000;58092000;-7961000;-7961000;31185109;-18965000;31166000;78459000;109625000;;109625000;109625000
ASTC;671045;USD;2019;FY;2019-06-30;2019-09-30;2019-09-30;164502;164502;127000;-90000;37000;-8454000;-4876000;-3578000;;-8417000;25000;25000;-8392000;0;-8392000;858000;-7534000;;-7534000;-7534000
ASTC;671045;USD;2020;FY;2020-06-30;2020-09-08;2021-09-21;211322;211322;488000;-449000;39000;-8153000;-4716000;-3437000;;-8114000;-197000;-197000;-8311000;;-8311000;;-8311000;;-8311000;-8311000
ASTC;671045;USD;2021;FY;2021-06-30;2021-09-21;2022-09-15;487812;487812;334000;-298000;36000;-7433000;-4741000;-2692000;;-7397000;-235000;-234935;-7632000;29000;-7603000;;-7603000;;-7603000;-7603000
ASTC;671045;USD;2022;FY;2022-06-30;2022-09-15;2023-09-28;1588477;1588477;869000;-677000;192000;-8787000;-6006000;-2781000;;-8595000;265000;;-8330000;;-8330000;;-8330000;;-8330000;-8330000
ASTC;671045;USD;2023;FY;2023-06-30;2023-09-28;2023-09-28;1616000;1631000;750000;-444000;306000;-11366000;-5775000;-5591000;;-11060000;1418000;;-9642000;;-9642000;;-9642000;;-9642000;-9642000
ASTE;6767783;USD;2018;FY;2018-12-31;2019-03-18;2021-03-01;22902000;22902000;1171600000;-1035800000;135800000;-209100000;-180800000;-28300000;;-73300000;500000;-92839;-86112035;-13100000;-85900000;25200000;-60700000;;-60400000;-60400000
ASTE;6767783;USD;2019;FY;2019-12-31;2020-03-17;2022-02-28;22515161;22674182;1169600000;-930200000;239400000;-211100000;-183900000;-27200000;;28300000;100000;-200000;25154952;-3200000;25200000;-3000000;22200000;;22100000;22100000
ASTE;6767783;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;22585515;22877743;1024400000;-783747865;237600000;-189000000;-166900000;-22100000;;51217112;4000000;100000;45708238;-8100000;44500000;1200592;46000000;;46000000;46000000
ASTE;6767783;USD;2021;FY;2021-12-31;2022-02-28;2024-02-28;22726767;22948632;1095500000;-845681514;249500000;-227100000;-200129953;;;24541947;-6100000;-600000;16300000;-2500000;13800000;1403167;17903403;;17766148;17758908
ASTE;6767783;USD;2022;FY;2022-12-31;2023-03-01;2024-02-28;22790717;22790717;1274500000;-1010400000;264100000;-247600000;-215574240;;;16500000;-3100000;-1500000;4403951;-9000000;4400000;-5000000;-600000;;-100000;-100000
ASTR;12444679;USD;2020;FY;2020-12-31;2021-03-12;2022-03-31;16963817;16963817;;;;-73494000;-45950000;-27544000;;-73494000;5201000;-5659000;-68293000;;-68293000;;-68293000;;-68293000;-68293000
ASTS;11795186;USD;2019;FY;2019-12-31;2020-03-30;2021-05-06;28750000;28750000;;;;-384857;;;;-384857;713613;1197637;328756;-3035806;-2707050;-174295;-2881345;;-2881345;-2881345
ASTS;11795186;USD;2020;FY;2020-12-31;2021-03-01;2022-03-31;51729704;51729704;5967000;-3025000;2942000;-27299000;-12320000;-1011000;-887000;-24357000;83000;;-24274000;;-24274000;-131000;-24405000;;-24061000;-24061000
ASTS;11795186;USD;2021;FY;2021-12-31;2022-03-31;2023-03-31;51729785;51729785;12405000;-7563000;4842000;-91588000;-35636000;-23440000;-2913000;-86746000;-1950000;;-72879003;15766000;-72930000;-331000;-73261000;;-18982974;-18950272
ASTS;11795186;USD;2022;FY;2022-12-31;2023-03-31;2024-04-01;54437073;54437073;13825000;-6715310;7108519;-153035421;-48332000;-45620000;-4711000;-145764000;24154000;2633000;-102540888;19114000;-102496000;-617000;-103113000;;-31640000;-31640000
ASUR;9075758;USD;2018;FY;2018-12-31;2019-03-19;2020-03-16;14010000;14010000;89166200;-30851324;58007804;-64320893;-47416281;-5998000;-7481000;-6258849;-8615000;-8526481;-14796298;;-19355000;7226672;-7565578;3825000;-7548000;-7548000
ASUR;9075758;USD;2019;FY;2019-12-31;2020-03-16;2021-03-11;15511000;15511000;73150000;-29836000;43314000;-59165841;-42158146;-5351000;-11765000;-15904402;-16005000;-15421767;-66546084;-35060000;-66402000;24111000;-42291000;72292000;30001000;30001000
ASUR;9075758;USD;2020;FY;2020-12-31;2021-03-11;2022-03-14;15910000;15910000;65507000;-27414000;38093000;-51885331;-36250065;-5959000;-9547000;-13727361;-1224000;-2225143;-15964081;138000;-15974000;-337000;-16311000;;-16311000;-16311000
ASUR;9075758;USD;2021;FY;2021-12-31;2022-03-14;2023-02-27;19313000;19509000;76064000;-29500000;46564000;-59400810;-43100626;-5410000;-10948000;-12840375;-1888000;-2038000;3988087;18845000;3995000;-802000;3193000;;3193000;3193000
ASUR;9075758;USD;2022;FY;2022-12-31;2023-02-27;2024-02-26;20117000;20117000;95828000;-33318000;62510000;-73817000;-54184000;-6147000;-13486000;-11307000;-3047000;-4438000;-14354000;;-14354000;-112000;-14466000;;-14466000;-14466000
ASXC;10656670;USD;2018;FY;2018-12-31;2019-02-27;2020-03-16;1225660;1225660;24102000;-16171000;7931000;-72281000;-39590000;-21823000;-10868000;-64350000;-1682000;-2808000;-65145562;878000;-65154000;3377000;-61777000;;-61777000;-61777000
ASXC;10656670;USD;2019;FY;2019-12-31;2020-03-16;2022-02-28;17737000;17737000;8531000;-20731000;-12200000;-79638000;-46772000;-22468000;-10301000;-91838000;-3992000;-4030453;-157320876;-61495000;-157325000;3124000;-154201000;;-154201000;-154201000
ASXC;10656670;USD;2020;FY;2020-12-31;2021-03-11;2022-02-28;70809000;70809000;3175000;-5166000;-1991000;-54623000;-27201000;-16621000;-10801000;-56614000;-103000;16000;-60919570;-4410000;-61127000;1516000;-59222012;;-59434932;-60023000
ASXC;10656670;USD;2021;FY;2021-12-31;2022-02-28;2023-03-02;226960000;226960000;8232000;-11096000;-2864000;-63320000;-32718000;-19348000;-11254000;-66184000;205000;220000;-62273058;3742000;-62237000;-225000;-62462000;;-62462000;-62462000
ASXC;10656670;USD;2022;FY;2022-12-31;2023-03-02;2024-03-21;236492000;236492000;7087000;-10872000;-3785000;-71578000;-34928000;-28942000;-7708000;-75363000;436000;731000;-75393383;-316000;-75243000;-318000;-75561000;;-75561000;-75561000
ASYS;819674;USD;2018;FY;2018-09-30;2018-12-07;2020-11-19;14833000;15065000;176199816;-121443225;55059120;-45227807;-37507141;;;9799668;972000;488769;5527731;-2220000;9927000;-220315;5303711;-1326000;5305000;5305000
ASYS;819674;USD;2019;FY;2019-09-30;2019-11-21;2021-11-17;14240000;14275000;85035000;-51678000;33357000;-27331000;-24263000;-3068000;;6026000;852000;852000;5763446;-1110000;5768000;-2633000;3135000;-8297000;-5162000;-5162000
ASYS;819674;USD;2020;FY;2020-09-30;2020-11-19;2022-11-30;14159000;14159000;65463000;-41022000;24441000;-24709000;-21397000;-3312000;;-268000;162000;162280;-3117066;-3010000;-3116000;-791000;-3907000;-11816000;-15723000;-15723000
ASYS;819674;USD;2021;FY;2021-09-30;2021-11-17;2023-12-14;14190000;14387000;85205000;-50675000;34530000;-30719000;-24740000;-5979000;;3811000;-291000;-291566;3520000;-86000;3434000;-1926000;1508000;;1508000;1508000
ASYS;819674;USD;2022;FY;2022-09-30;2022-11-30;2023-12-14;14014000;14184000;106298000;-66787000;39511000;-34690000;-28300000;-6390000;;4821000;1499000;1497385;18770006;12465000;18785000;-1418000;17367000;;17367000;17367000
ATCX;11816952;USD;2018;FY;2018-12-31;2019-03-26;2020-03-16;6240480;6240480;;;;-106435;;;;-106435;471972;471972;365537;;365537;-77877;287660;;287660;287660
ATCX;11816952;USD;2019;FY;2019-12-31;2020-03-16;2021-03-23;25250000;25250000;471047000;-259741000;211306000;-191926000;;;;19380000;-9862000;-9862000;9518000;;9518000;-1342000;8176000;-146000;8030000;8030000
ATCX;11816952;USD;2020;FY;2020-12-31;2021-03-23;2022-03-16;6696473000;6696473000;468217000;-245714000;222503000;-224759000;;;;-2256000;-24673000;-24673000;-26929000;;-26929000;-718000;-27647000;;-11089000;-27250000
ATCX;11816952;USD;2021;FY;2021-12-31;2022-03-16;2023-03-15;27799511;27799511;538799000;-284002000;254797000;-224338000;-200638000;;-23700000;30459000;-54817000;-54817000;-24358000;-2823000;-27181000;-2524000;-29705000;;-16489000;-22388000
ATCX;11816952;USD;2022;FY;2022-12-31;2023-03-15;2023-03-15;36308926;36308926;604765000;-326023000;278742000;-240219000;-208042000;;-32177000;38523000;-46363000;-46363000;-7840000;1518000;-6322000;-1748000;-8070000;;-7505000;-7505000
ATEC;10384215;USD;2018;FY;2018-12-31;2019-03-29;2020-03-17;35315000;35315000;91694000;-28457000;63237000;-83231000;-72495193;-9853000;-738000;-19994000;-7139000;-7136810;-30128044;-3036000;-30169000;1361000;-28808000;-167000;-28975000;-42463000
ATEC;10384215;USD;2019;FY;2019-12-31;2020-03-17;2021-03-05;52234000;52234000;113427000;-35833000;77594000;-116261000;-101714000;-13849000;-698000;-38667000;-9865000;-9865000;-57271407;-8609000;-57141000;239000;-56902000;-100000;-57002000;-57002000
ATEC;10384215;USD;2020;FY;2020-12-31;2021-03-05;2023-02-28;67020000;67020000;144861000;-42360000;102501000;-148589000;-129156000;-18745000;-688000;-46088000;-12374000;-12374000;-79032079;-20387000;-78849000;-145000;-78994000;;-78994000;-78994000
ATEC;10384215;USD;2021;FY;2021-12-31;2022-03-02;2024-02-27;96197000;96197000;243212000;-85450000;157762000;-266634000;-229271000;-32015000;-5348000;-108872000;-8671000;-7108000;-143891762;-26619000;-144162000;-163637;-144500457;;-144263140;-144500958
ATEC;10384215;USD;2022;FY;2022-12-31;2023-02-28;2024-02-27;103373000;103373000;350867000;-117808000;233059000;-354161000;-300013000;-44033000;-10115000;-121102000;-5034000;-5505000;-152137401;-25873000;-152009000;-140024;-152241277;;-152356996;-152024671
ATEN;6767755;USD;2018;FY;2018-12-31;2019-03-18;2021-03-08;72882000;72882000;232223000;-51896000;180327000;-208006000;-142849000;-65157000;;-27679000;1144000;1146071;-26535000;;-26535000;-1082000;-27617000;;-27617000;-27617000
ATEN;6767755;USD;2019;FY;2019-12-31;2020-03-10;2022-03-08;76080000;76080000;212628000;-48881000;163747000;-178311000;-116487000;-61824000;;-14564000;682000;683304;-16374764;-2530000;-16412000;-1407000;-17819000;;-17819000;-17819000
ATEN;6767755;USD;2020;FY;2020-12-31;2021-03-08;2023-02-27;77776000;80019000;225527000;-50148000;175379000;-157646000;-99583000;-58063000;;17733000;1406000;1407843;19139000;;19139000;-1323000;17816000;;17816000;17816000
ATEN;6767755;USD;2021;FY;2021-12-31;2022-03-08;2024-02-29;77046000;80037000;250042000;-53505000;196537000;-163149000;-109072000;-54077000;;33388000;-1746000;-1745084;31642000;;31642000;63245000;94887000;;94887000;94887000
ATEN;6767755;USD;2022;FY;2022-12-31;2023-02-27;2024-02-29;77776000;80019000;280338000;-56832000;223506000;-170427000;-112029000;-58398000;;53079000;-363000;-363627;52716000;;52716000;-5808000;46908000;;46908000;46908000
ATER;15287362;USD;2019;FY;2019-12-31;2020-03-30;2022-03-16;2184574;5052431;114451000;-69411000;45040000;-99373000;-88712000;-10661000;;-54333000;-4427000;-4386000;-58760000;;-58760000;-29000;-58789000;;-58789000;-58789000
ATER;15287362;USD;2020;FY;2020-12-31;2021-03-16;2022-03-16;2184574;5052431;185704000;-100958000;84746000;-106766000;-98636000;-8130000;;-22020000;-4952000;-4979000;-63195783;-36106000;-63078000;-48000;-63126000;;-63126000;-63126000
ATER;15287362;USD;2021;FY;2021-12-31;2022-03-16;2023-03-16;2947071;2947071;247767000;-126077979;121752955;-182653528;-172412390;-9837000;;-60442000;-12700000;-12655000;-235895637;-162350000;-235492000;-532000;-236024000;;-236024000;-236024000
ATER;15287362;USD;2022;FY;2022-12-31;2023-03-16;2024-03-19;5541913;5541913;221170000;-115652000;105518000;-165390000;-159378000;-6012000;;-59872000;-2322000;-2603000;-196223560;-134474000;-196668000;376000;-196292000;;-196292000;-196292000
ATEX;10656420;USD;2018;FY;2019-03-31;2019-05-20;2020-05-28;14575787;14575787;6499000;-7245857;-750779;-31637260;-29359284;-2286000;-2846000;-32411072;1434000;1462000;-41325251;-16164000;-41305000;-688000;-41993000;;-41993000;-41993000
ATEX;10656420;USD;2019;FY;2020-03-31;2020-05-28;2022-05-26;16421610;16421610;1564000;-2833000;-1269000;-35768993;-29524877;-2953000;-3591000;-37102776;2306000;1810000;-35300684;-205000;-35236000;-2402000;-37638000;;-37638000;-37638000
ATEX;10656420;USD;2020;FY;2021-03-31;2021-06-15;2023-06-14;17412958;17412958;921000;-1605354;-685043;-50153547;-42184244;-4343000;-3533000;-50805000;538000;124000;-54250405;-4043000;-54310000;-124000;-54434000;;-54434000;-54434000
ATEX;10656420;USD;2021;FY;2022-03-31;2022-05-26;2023-06-14;18142828;18142828;1084000;-4988;1078964;-49034000;-43981256;-3593000;-1450000;-47950000;312000;56000;-36573563;11102000;-36536000;-983000;-37519000;;-37519000;-37519000
ATGE;6767543;USD;2019;FY;2019-06-30;2019-08-28;2021-08-19;58540000;59330000;1242108730;-625057233;617598529;-401175358;-399790129;;;215740035;-15930000;-15616175;166789000;-27042000;139747000;-34192102;135944646;-11288000;95168000;95168000
ATGE;6767543;USD;2020;FY;2020-06-30;2020-08-18;2022-08-11;53659000;54094000;1049503133;-490211341;560741386;-395672419;-395941046;;;165997109;-15822000;-15822000;237402697;91837000;204986000;6346658;243678070;-305703000;-85334000;-85334000
ATGE;6767543;USD;2021;FY;2021-06-30;2021-08-19;2023-08-10;51322000;51645000;1114660759;-488159703;624132713;-420263447;-420230168;;;202673768;-34633000;-37358156;126588319;-38462000;75766000;-25264678;101783804;6145000;77037058;76905472
ATGE;6767543;USD;2022;FY;2022-06-30;2022-08-11;2023-08-10;48388000;48388000;1381842000;-659776000;722066000;-567826599;-569465470;;;155572000;-128240000;-116235731;-45032868;-78826000;-51494000;15539000;-29819039;346946000;310991000;310991000
ATGE;6767543;USD;2023;FY;2023-06-30;2023-08-10;2023-08-10;44781000;45600000;1450826000;-648486000;802340000;-586009000;-586009000;;;216331000;-56135000;-63100000;111908098;-48161000;112035000;-10283000;101752000;-8394000;93358000;93358000
ATHA;12444449;USD;2019;FY;2019-12-31;2020-03-24;2021-03-25;7564538;7564538;0;;;-4691545;-1656000;-3793000;;-4695000;-466000;-295424;-5161000;;-5161000;;-5161000;;-5161000;-5060425
ATHA;12444449;USD;2020;FY;2020-12-31;2021-03-25;2022-03-28;11966912;11966912;0;;;-18689007;-6709000;-13286000;;-18674000;-1281000;-242780;-19955000;;-19955000;;-19955000;;-19955000;-19955000
ATHA;12444449;USD;2021;FY;2021-12-31;2022-03-28;2023-03-23;36921172;36921172;;;;-55217520;-21228000;-42794000;;-55279526;9169000;334720;-54853000;;-54853000;;-54853000;;-54853000;-54853000
ATHA;12444449;USD;2022;FY;2022-12-31;2023-03-23;2024-02-22;37733240;37733240;;;;-88690398;-32552000;-61464000;;-88961290;8377000;;-95490176;-10000000;-95639000;;-95639000;;-95639000;-97080356
ATHX;9076146;USD;2018;FY;2018-12-31;2019-03-15;2021-03-25;5465640;5465640;24291000;;;-49953000;;;;-25662000;762000;;-24900000;617000;-24283000;;-24283000;;-24283000;-24283000
ATHX;9076146;USD;2019;FY;2019-12-31;2020-03-16;2022-03-15;6067840;6067840;5633000;;;-51121000;;;-698000;-45488000;906000;;-44582000;;-44582000;;-44582000;;-44582000;-44582000
ATHX;9076146;USD;2020;FY;2020-12-31;2021-03-25;2023-04-03;299960;299960;1440000;;;-79772000;;;-890000;-78332000;-433000;;-78765000;;-78765000;;-78765000;;-78765000;-78765000
ATHX;9076146;USD;2021;FY;2021-12-31;2022-03-15;2023-04-03;358840;358840;5514000;;;-92572000;;;-1427000;-87058000;103000;;-86955000;;-86955000;;-86955000;;-86955000;-86955000
ATHX;9076146;USD;2022;FY;2022-12-31;2023-04-03;2023-04-03;11945000;11945000;5325000;;;-82334000;;;-1420000;-77009000;278000;;-76731000;4197000;-72534000;;-72534000;;-72534000;-72534000
